0.3611 	0.0222 	0.1500 	0.2389 	0.0000 	0.2278 	0.0000 
0.1495 	0.1598 	0.2990 	0.3505 	0.0000 	0.0155 	0.0258 
0.2557 	0.1635 	0.1739 	0.1548 	0.0000 	0.2191 	0.0330 
0.3116 	0.0050 	0.1683 	0.2261 	0.1307 	0.1583 	0.0000 
0.0957 	0.1596 	0.3511 	0.3564 	0.0000 	0.0160 	0.0213 
0.2694 	0.0104 	0.3057 	0.4041 	0.0000 	0.0104 	0.0000 
0.2899 	0.0000 	0.2983 	0.3866 	0.0000 	0.0252 	0.0000 
0.0915 	0.1127 	0.3732 	0.3521 	0.0000 	0.0141 	0.0563 
0.1067 	0.1200 	0.3933 	0.3400 	0.0000 	0.0000 	0.0400 
0.1370 	0.0753 	0.3904 	0.3356 	0.0000 	0.0068 	0.0548 
0.0323 	0.1048 	0.3710 	0.4758 	0.0000 	0.0161 	0.0000 
0.1095 	0.1095 	0.3358 	0.3942 	0.0000 	0.0511 	0.0000 
0.1455 	0.1974 	0.3312 	0.1740 	0.0000 	0.1273 	0.0247 
0.1658 	0.2315 	0.3044 	0.1185 	0.0000 	0.1497 	0.0301 
0.3297 	0.0183 	0.1923 	0.2399 	0.0000 	0.2198 	0.0000 
0.2532 	0.1290 	0.2654 	0.1026 	0.0000 	0.2377 	0.0122 
0.1712 	0.1467 	0.2480 	0.2359 	0.0000 	0.0993 	0.0989 
0.2960 	0.0368 	0.2261 	0.1820 	0.0000 	0.2178 	0.0414 
0.2445 	0.1923 	0.1016 	0.1245 	0.1209 	0.1264 	0.0897 
0.2235 	0.1648 	0.2039 	0.1746 	0.0838 	0.1047 	0.0447 
0.1553 	0.1975 	0.1913 	0.1863 	0.1242 	0.1205 	0.0248 
0.1864 	0.2074 	0.1922 	0.1267 	0.1222 	0.0950 	0.0701 
0.1379 	0.2509 	0.1633 	0.1241 	0.0804 	0.1252 	0.1183 
0.1202 	0.2410 	0.2179 	0.1289 	0.0984 	0.1295 	0.0641 
0.1988 	0.1737 	0.1271 	0.1678 	0.1604 	0.1271 	0.0451 
0.1530 	0.1645 	0.2341 	0.1622 	0.1112 	0.1425 	0.0324 
0.1103 	0.2484 	0.1929 	0.1198 	0.0694 	0.1463 	0.1129 
0.1486 	0.2464 	0.1603 	0.1176 	0.1179 	0.1258 	0.0833 
0.1751 	0.2237 	0.1480 	0.1513 	0.1181 	0.1280 	0.0558 
0.2261 	0.2224 	0.1977 	0.1107 	0.0371 	0.1914 	0.0146 
0.2244 	0.2513 	0.1535 	0.1676 	0.0543 	0.0068 	0.1421 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2127 	0.2029 	0.1738 	0.1293 	0.0916 	0.1152 	0.0746 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1666 	0.2395 	0.1840 	0.0810 	0.1325 	0.1596 	0.0369 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2345 	0.1429 	0.1941 	0.1786 	0.0776 	0.1398 	0.0326 
0.1351 	0.2379 	0.1855 	0.2238 	0.0645 	0.1472 	0.0060 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1083 	0.2619 	0.1883 	0.1136 	0.0857 	0.1251 	0.1170 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0998 	0.2418 	0.2066 	0.0640 	0.0220 	0.2092 	0.1567 
0.1584 	0.2334 	0.1499 	0.1924 	0.0976 	0.1287 	0.0396 
0.1957 	0.1938 	0.1779 	0.1648 	0.0964 	0.1264 	0.0449 
0.1574 	0.2349 	0.1659 	0.1513 	0.0969 	0.1562 	0.0375 
0.1298 	0.2141 	0.1745 	0.1544 	0.0861 	0.1654 	0.0756 
0.1000 	0.2346 	0.1756 	0.1450 	0.1121 	0.1762 	0.0564 
0.2303 	0.0744 	0.1671 	0.2163 	0.1039 	0.1208 	0.0871 
0.1140 	0.2245 	0.1755 	0.1519 	0.1162 	0.1625 	0.0553 
0.1505 	0.1815 	0.1505 	0.1591 	0.1957 	0.1088 	0.0539 
0.1042 	0.2439 	0.1100 	0.1170 	0.1756 	0.1583 	0.0910 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1541 	0.1926 	0.1826 	0.2211 	0.0884 	0.0913 	0.0699 
0.0958 	0.2067 	0.1518 	0.1712 	0.1518 	0.1033 	0.1195 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2414 	0.0569 	0.2166 	0.2402 	0.0520 	0.1325 	0.0605 
0.1139 	0.2033 	0.1983 	0.1528 	0.1176 	0.0934 	0.1206 
0.1816 	0.1976 	0.1614 	0.1232 	0.1559 	0.0390 	0.1414 
0.1798 	0.2153 	0.0938 	0.1295 	0.1166 	0.1132 	0.1517 
0.1789 	0.1345 	0.1696 	0.0885 	0.2012 	0.1636 	0.0637 
0.1324 	0.2390 	0.1291 	0.0880 	0.1642 	0.0832 	0.1642 
0.2198 	0.1619 	0.1664 	0.1348 	0.2024 	0.0834 	0.0312 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1696 	0.2029 	0.1498 	0.1634 	0.1592 	0.0937 	0.0614 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1401 	0.1738 	0.1820 	0.1811 	0.1056 	0.0928 	0.1247 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1994 	0.1703 	0.1722 	0.1317 	0.1373 	0.0640 	0.1251 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1920 	0.2417 	0.0768 	0.0345 	0.1787 	0.0464 	0.2298 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2568 	0.0396 	0.1244 	0.1912 	0.2500 	0.0905 	0.0475 
0.2304 	0.0419 	0.1571 	0.2042 	0.1675 	0.1466 	0.0524 
0.2135 	0.0730 	0.2247 	0.1910 	0.1011 	0.0899 	0.1067 
0.2029 	0.2148 	0.0684 	0.0406 	0.1690 	0.1017 	0.2026 
0.2133 	0.1048 	0.1524 	0.1714 	0.2495 	0.0781 	0.0305 
0.1300 	0.2238 	0.1548 	0.1344 	0.0969 	0.1714 	0.0887 
0.1550 	0.2252 	0.1442 	0.0933 	0.1809 	0.0463 	0.1550 
0.2019 	0.1366 	0.1472 	0.0786 	0.2610 	0.0541 	0.1205 
0.3969 	0.0338 	0.1477 	0.0831 	0.0062 	0.3292 	0.0031 
0.3639 	0.0236 	0.2356 	0.0550 	0.0052 	0.3168 	0.0000 
0.1652 	0.1774 	0.1482 	0.1409 	0.1373 	0.1203 	0.1106 
0.1481 	0.1307 	0.2331 	0.1503 	0.1111 	0.0828 	0.1438 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1823 	0.1768 	0.1906 	0.1409 	0.1381 	0.1271 	0.0442 
0.2227 	0.1610 	0.0386 	0.1841 	0.2525 	0.0584 	0.0827 
0.2041 	0.1848 	0.0864 	0.1556 	0.2087 	0.0812 	0.0791 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2227 	0.1690 	0.0830 	0.1559 	0.2561 	0.0972 	0.0162 
0.1894 	0.2534 	0.0665 	0.1507 	0.2146 	0.1052 	0.0202 
0.2183 	0.1548 	0.0960 	0.1594 	0.2616 	0.0898 	0.0201 
0.2222 	0.2232 	0.0716 	0.1337 	0.2279 	0.0979 	0.0235 
0.2330 	0.2489 	0.0317 	0.1255 	0.2453 	0.0750 	0.0404 
0.2159 	0.2554 	0.0409 	0.1110 	0.2377 	0.0967 	0.0422 
0.1616 	0.1812 	0.1279 	0.1989 	0.1989 	0.1048 	0.0266 
0.1953 	0.2618 	0.0883 	0.1345 	0.2058 	0.0997 	0.0146 
0.2144 	0.1146 	0.0934 	0.2187 	0.2484 	0.0786 	0.0318 
0.1671 	0.2525 	0.0729 	0.1621 	0.1897 	0.1143 	0.0415 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.3202 	0.1230 	0.0883 	0.1656 	0.1309 	0.1372 	0.0347 
0.3123 	0.1625 	0.0903 	0.1516 	0.1191 	0.0957 	0.0686 
0.2107 	0.1988 	0.1074 	0.1769 	0.1690 	0.0994 	0.0378 
0.2419 	0.1452 	0.1244 	0.1290 	0.2074 	0.0645 	0.0876 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1752 	0.2327 	0.1349 	0.1119 	0.1355 	0.1113 	0.0985 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2390 	0.2462 	0.0215 	0.1191 	0.2004 	0.0673 	0.1066 
0.2526 	0.2451 	0.0417 	0.1297 	0.1697 	0.0709 	0.0903 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1974 	0.2087 	0.0690 	0.1509 	0.2167 	0.0851 	0.0722 
0.1451 	0.2422 	0.0637 	0.1430 	0.2077 	0.0355 	0.1628 
0.1893 	0.1676 	0.0952 	0.1458 	0.1659 	0.0783 	0.1578 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1890 	0.2079 	0.1025 	0.1108 	0.1712 	0.0983 	0.1203 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2257 	0.2530 	0.0729 	0.1344 	0.1890 	0.1002 	0.0247 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2046 	0.2141 	0.0937 	0.1185 	0.1568 	0.0669 	0.1453 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.2219 	0.2190 	0.0601 	0.1328 	0.2248 	0.0766 	0.0649 
0.3093 	0.1898 	0.0756 	0.0844 	0.1564 	0.1283 	0.0562 
0.1490 	0.2869 	0.1085 	0.0750 	0.1779 	0.1475 	0.0552 
0.2101 	0.2502 	0.1366 	0.0721 	0.1709 	0.0866 	0.0735 
0.1852 	0.2465 	0.0728 	0.1954 	0.1756 	0.1117 	0.0128 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.3784 	0.1398 	0.0511 	0.1541 	0.1330 	0.1436 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1640 	0.2955 	0.0714 	0.0520 	0.1870 	0.1153 	0.1147 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.3720 	0.1341 	0.0061 	0.1951 	0.2500 	0.0427 	0.0000 
0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
0.1858 	0.3065 	0.0115 	0.1169 	0.2318 	0.0556 	0.0920
